user_id,user_name,gender,age,income,location,occupation,scheme_name,age_range
641633,Priya863,Male,49,24728,Kolkata,Farmer,PM Kisan Samman Nidhi,46-55
435290,Rajesh151,Male,47,83617,Chandigarh,Student,Sarva Shiksha Abhiyan (SSA),46-55
885364,Arjun231,Male,37,83592,Bangalore,Blacksmith,PM Kisan Samman Nidhi,36-45
328512,Priya369,Female,20,81420,Ahmedabad,Merchant,Svamitva Yojana,18-25
891079,Kavya260,Female,32,22350,Pune,Driver,Agnipath Scheme,26-35
414977,Rajesh162,Female,48,67410,Bhopal,Businessman,National Food Security Act (NFSA),46-55
433559,Sunita671,Female,25,80022,Thiruvananthapuram,Postman,Ayushman Bharat Yojana,18-25
577187,Aditya625,Male,18,61769,Chennai,Driver,Jal Jeevan Mission,18-25
718781,Diya418,Female,42,82808,Jaipur,Merchant,PM SVANidhi,36-45
580979,Lakshmi666,Female,20,17230,Thiruvananthapuram,Teacher,Sarva Shiksha Abhiyan (SSA),18-25
791047,Ritika832,Female,40,54787,Lucknow,Student,National Health Mission (NHM),36-45
522775,Diya479,Female,50,10245,Hyderabad,Businessman,PM Jan Vikas Karyakaram,46-55
774852,Sunita361,Female,22,57721,Guwahati,Businessman,MGNREGA (Mahatma Gandhi National Rural Employment Guarantee Act),18-25
633090,Priya519,Female,60,24169,Delhi,Farmer,National Rural Drinking Water Programme (NRDWP),56-65
532592,Rajesh792,Female,42,75642,Thiruvananthapuram,Postman,PM Swamitva Yojana,36-45
512079,Ishita111,Female,44,92211,Hyderabad,Businessman,Sarva Shiksha Abhiyan (SSA),36-45
735955,Sunita921,Male,49,82915,Delhi,Housewife,Pradhan Mantri Awas Yojana (PMAY),46-55
715761,Sunita411,Female,48,63319,Patna,Carpenter,PM Kisan Urja Suraksha Evam Utthan Mahabhiyan,46-55
523996,Ritika345,Female,30,16395,Ranchi,Lawyer,Beti Bachao Beti Padhao,26-35
374094,Sanjay469,Female,31,87547,Mumbai,Electrician,Svamitva Yojana,26-35
762116,Ananya835,Female,29,62139,Pune,Businessman,Atal Bhujal Yojana,26-35
564074,Harish194,Female,27,65679,Bangalore,Doctor,National Health Mission (NHM),26-35
225682,Priya740,Female,47,18030,Bhopal,Tailor,Pradhan Mantri Krishi Sinchayee Yojana,46-55
417689,Aditya486,Female,47,57165,Mumbai,Student,PM Ujjwala Yojana,46-55
491196,Aditya924,Female,19,32404,Chandigarh,Blacksmith,Sarva Shiksha Abhiyan (SSA),18-25
792154,Kavya605,Female,32,59690,Pune,Student,Atmanirbhar Bharat Abhiyan,26-35
135816,Sunita129,Male,23,76423,Delhi,Carpenter,PM Kisan Urja Suraksha Evam Utthan Mahabhiyan,18-25
411308,Aditya432,Female,35,58708,Mumbai,Merchant,Digital India,26-35
828640,Vivaan471,Female,21,34383,Delhi,Businessman,Ayushman Bharat Yojana,18-25
397328,Priya959,Female,39,62064,Chennai,Businessman,Beti Bachao Beti Padhao,36-45
269636,Lakshmi912,Male,61,58721,Mumbai,Merchant,National Rural Drinking Water Programme (NRDWP),56-65
697437,Harish942,Female,28,86026,Lucknow,Lawyer,National Health Mission (NHM),26-35
394041,Aarav668,Male,35,22810,Thiruvananthapuram,Tailor,Atal Bhujal Yojana,26-35
967287,Lakshmi951,Male,20,64298,Patna,Driver,Saubhagya Yojana,18-25
301710,Diya369,Female,33,14717,Mumbai,Businessman,PM Kisan Samman Nidhi,26-35
667805,Harish473,Female,18,55635,Thiruvananthapuram,Electrician,Atal Mission for Rejuvenation and Urban Transformation (AMRUT),18-25
484885,Rajesh841,Male,27,17596,Patna,Vegetable Seller,Garib Kalyan Rojgar Abhiyaan,26-35
945236,Aditya520,Female,19,34977,Bhopal,Tailor,PM Matritva Vandana Yojana,18-25
634025,Rajesh838,Female,64,81870,Ranchi,Tailor,Rashtriya Gram Swaraj Abhiyan,56-65
629262,Harish713,Female,25,26143,Kolkata,Electrician,PM Matritva Vandana Yojana,18-25
221941,Lakshmi355,Female,41,19795,Ahmedabad,Student,PM Ujjwala Yojana,36-45
100775,Ananya203,Female,55,70983,Bhopal,Housewife,National Rural Drinking Water Programme (NRDWP),46-55
180867,Kavya627,Male,58,49531,Lucknow,Merchant,PM Awas Yojana (Urban),56-65
520875,Harish685,Male,20,59900,Lucknow,Doctor,National Means-cum-Merit Scholarship Scheme,18-25
862536,Sunita731,Male,24,77041,Patna,Lawyer,National Skill Development Mission (NSDM),18-25
395768,Aarav417,Female,56,75577,Delhi,Farmer,PM Kisan Samman Nidhi,56-65
810201,Aarav559,Female,58,24629,Kolkata,Housewife,Samagra Shiksha,56-65
415206,Diya483,Female,56,73655,Chandigarh,Carpenter,Samagra Shiksha,56-65
882094,Ananya790,Female,52,39444,Hyderabad,Housewife,PM Kaushal Vikas Yojana (PMKVY),46-55
803862,Ananya188,Male,64,36278,Patna,Blacksmith,Rashtriya Gram Swaraj Abhiyan,56-65
516293,Diya371,Female,38,80801,Mumbai,Housewife,PM Matsya Sampada Yojana,36-45
972144,Rohan479,Female,31,86172,Chennai,Lawyer,PM Jan Vikas Karyakaram,26-35
501942,Sunita109,Female,37,25402,Delhi,Student,PM Kisan Samman Nidhi,36-45
479299,Kavya643,Male,54,90504,Delhi,Merchant,PM Kisan Urja Suraksha Evam Utthan Mahabhiyan,46-55
902370,Sanjay126,Female,37,55019,Mumbai,Student,PM Matsya Sampada Yojana,36-45
517369,Aarav582,Female,41,73651,Patna,Electrician,Strengthening Teaching-Learning and Results for States,36-45
829302,Sunita612,Female,65,65724,Thiruvananthapuram,Merchant,Digital India Programme,56-65
728757,Sunita722,Female,23,52246,Chandigarh,Driver,PM Awas Yojana (Urban),18-25
733969,Aditya131,Female,23,92650,Delhi,Doctor,Garib Kalyan Rojgar Abhiyaan,18-25
264564,Aditya274,Male,33,50772,Jaipur,Postman,MGNREGA (Mahatma Gandhi National Rural Employment Guarantee Act),26-35
212520,Kavya757,Female,53,18763,Guwahati,Farmer,PM Ujjwala Yojana,46-55
990468,Aditya592,Female,65,51095,Guwahati,Teacher,Garib Kalyan Rojgar Abhiyaan,56-65
730392,Diya402,Male,59,30989,Jaipur,Doctor,National Electric Mobility Mission Plan (NEMMP),56-65
927333,Lakshmi561,Female,20,51072,Bangalore,Blacksmith,National Health Mission (NHM),18-25
558494,Vivaan362,Female,31,31720,Guwahati,Merchant,National Health Mission (NHM),26-35
851947,Diya914,Male,51,60643,Delhi,Doctor,PM Poshan Shakti Nirman Abhiyaan,46-55
520319,Ritika777,Female,43,86662,Kolkata,Driver,National Electric Mobility Mission Plan (NEMMP),36-45
554176,Ishita664,Female,35,94096,Ahmedabad,Tailor,Stand Up India Scheme,26-35
695725,Aarav380,Female,28,12977,Delhi,Postman,PM Shram Yogi Mandhan,26-35
246963,Harish604,Male,31,44135,Guwahati,Doctor,National Health Mission (NHM),26-35
366965,Priya874,Female,57,44520,Jaipur,Carpenter,Svamitva Yojana,56-65
882074,Harish175,Female,22,82539,Ahmedabad,Blacksmith,PM Awas Yojana (Urban),18-25
871722,Arjun859,Male,50,65856,Chandigarh,Software Engineer,National Rural Drinking Water Programme (NRDWP),46-55
854662,Sunita280,Female,27,14997,Patna,Postman,Garib Kalyan Rojgar Abhiyaan,26-35
374445,Harish776,Male,42,39633,Bhopal,Teacher,Beti Bachao Beti Padhao,36-45
561540,Vivaan604,Female,37,96579,Pune,Teacher,PM Kisan Urja Suraksha Evam Utthan Mahabhiyan,36-45
139807,Aarav394,Female,40,71504,Bangalore,Lawyer,PM Awas Yojana (Urban),36-45
991767,Diya351,Male,26,56510,Chennai,Driver,National Food Security Act (NFSA),26-35
573489,Sunita686,Female,50,89602,Bhopal,Teacher,Deendayal Upadhyaya Grameen Kaushalya Yojana (DDU-GKY),46-55
991489,Lakshmi284,Male,38,79617,Ahmedabad,Vegetable Seller,Atal Mission for Rejuvenation and Urban Transformation (AMRUT),36-45
582117,Ritika362,Female,37,44297,Patna,Vegetable Seller,Stand Up India Scheme,36-45
830343,Rajesh481,Male,55,63484,Kolkata,Farmer,National Electric Mobility Mission Plan (NEMMP),46-55
542746,Ananya650,Female,50,92227,Pune,Doctor,National Skill Development Mission (NSDM),46-55
229228,Arjun164,Male,58,20082,Hyderabad,Software Engineer,Agnipath Scheme,56-65
183898,Sanjay162,Female,33,97409,Ranchi,Lawyer,PM Swamitva Yojana,26-35
357069,Vivaan415,Female,45,70170,Bhopal,Teacher,Digital India,36-45
592837,Aarav796,Male,59,14111,Ahmedabad,Carpenter,PM Poshan Shakti Nirman Abhiyaan,56-65
980255,Ishita499,Male,53,92864,Mumbai,Tailor,Beti Bachao Beti Padhao,46-55
529694,Ananya251,Male,22,22918,Bangalore,Merchant,Svamitva Yojana,18-25
934971,Priya790,Female,33,34990,Chennai,Doctor,PM Swamitva Yojana,26-35
681166,Ananya425,Female,22,73997,Ranchi,Electrician,Atal Bhujal Yojana,18-25
604427,Arjun880,Female,54,89202,Pune,Teacher,Atal Innovation Mission,46-55
421757,Sanjay591,Female,19,26082,Lucknow,Businessman,PM Awas Yojana (Urban),18-25
754932,Rajesh828,Female,32,87000,Guwahati,Merchant,Atal Mission for Rejuvenation and Urban Transformation (AMRUT),26-35
402985,Ishita862,Female,31,55293,Bhopal,Student,MGNREGA (Mahatma Gandhi National Rural Employment Guarantee Act),26-35
192676,Arjun284,Female,49,54106,Thiruvananthapuram,Tailor,Samagra Shiksha,46-55
368483,Ritika165,Female,34,92638,Hyderabad,Doctor,Ayushman Bharat Yojana,26-35
841875,Diya119,Female,51,53870,Thiruvananthapuram,Blacksmith,Pradhan Mantri Awas Yojana (PMAY),46-55
717809,Rajesh880,Male,31,70358,Patna,Student,National Food Security Act (NFSA),26-35
459079,Rajesh878,Female,35,10411,Thiruvananthapuram,Carpenter,PM Jan Vikas Karyakaram,26-35
960234,Diya216,Female,41,89377,Patna,Student,Atal Innovation Mission,36-45
971657,Ananya268,Female,32,50312,Thiruvananthapuram,Blacksmith,PM Kisan Samman Nidhi,26-35
830247,Arjun740,Male,34,26059,Hyderabad,Postman,Atal Bhujal Yojana,26-35
249111,Ritika529,Female,24,27745,Ranchi,Electrician,Agnipath Scheme,18-25
186190,Diya225,Female,50,62072,Delhi,Housewife,National Rural Drinking Water Programme (NRDWP),46-55
134888,Sanjay559,Female,58,49837,Chandigarh,Tailor,Strengthening Teaching-Learning and Results for States,56-65
467332,Ananya950,Male,65,93711,Guwahati,Driver,National Food Security Act (NFSA),56-65
736904,Ishita243,Female,41,84287,Thiruvananthapuram,Merchant,PM Kisan Samman Nidhi,36-45
175416,Lakshmi910,Female,57,41396,Lucknow,Vegetable Seller,Ayushman Bharat Yojana,56-65
599546,Harish343,Female,52,86357,Patna,Tailor,Strengthening Teaching-Learning and Results for States,46-55
203340,Arjun819,Female,23,90814,Chandigarh,Lawyer,Pradhan Mantri Krishi Sinchayee Yojana,18-25
532212,Arjun693,Male,19,97036,Patna,Blacksmith,PM Annadata Aay Sanrakshan Abhiyan,18-25
168688,Diya341,Female,52,85810,Delhi,Teacher,Atal Bhujal Yojana,46-55
601211,Priya672,Female,41,84247,Pune,Merchant,Digital India Programme,36-45
390681,Ritika434,Female,25,42566,Thiruvananthapuram,Electrician,PM Kisan Samman Nidhi,18-25
223676,Kavya160,Female,44,46296,Hyderabad,Carpenter,Sarva Shiksha Abhiyan (SSA),36-45
232437,Ritika785,Female,35,59358,Guwahati,Blacksmith,Swachh Bharat Mission – Gramin,26-35
550020,Harish406,Male,31,96912,Ranchi,Businessman,Atal Bhujal Yojana,26-35
631929,Aarav589,Male,25,25494,Mumbai,Electrician,Krishonnati Yojana,18-25
561027,Rajesh151,Male,41,69949,Lucknow,Merchant,Digital India Programme,36-45
859427,Rohan110,Female,23,98810,Bhopal,Teacher,National Rural Livelihood Mission (NRLM),18-25
467577,Vivaan717,Female,56,39853,Lucknow,Housewife,National Electric Mobility Mission Plan (NEMMP),56-65
342951,Ritika459,Female,27,63625,Chennai,Businessman,Krishonnati Yojana,26-35
375856,Lakshmi279,Male,63,80785,Chandigarh,Postman,PM Jan Vikas Karyakaram,56-65
113281,Rohan953,Female,36,78780,Bhopal,Teacher,PM Kisan Samman Nidhi,36-45
809859,Sanjay603,Female,50,79893,Thiruvananthapuram,Housewife,PM Kisan Urja Suraksha Evam Utthan Mahabhiyan,46-55
260937,Aarav304,Male,33,42227,Ahmedabad,Vegetable Seller,PM Kisan Samman Nidhi,26-35
564936,Vivaan252,Female,63,48934,Hyderabad,Driver,PM Jan Vikas Karyakaram,56-65
776101,Sunita679,Male,29,15102,Mumbai,Vegetable Seller,Deendayal Upadhyaya Grameen Kaushalya Yojana (DDU-GKY),26-35
516509,Priya356,Female,41,11188,Chennai,Farmer,PM Poshan Shakti Nirman Abhiyaan,36-45
636284,Harish876,Female,42,76247,Thiruvananthapuram,Farmer,Atal Innovation Mission,36-45
966958,Aditya433,Female,33,57778,Kolkata,Doctor,PM Swamitva Yojana,26-35
650758,Sanjay315,Female,21,59272,Bangalore,Merchant,PM eVIDYA,18-25
286478,Ritika795,Female,27,42828,Pune,Blacksmith,Stand Up India Scheme,26-35
555365,Vivaan967,Female,65,93789,Kolkata,Teacher,National Rural Livelihood Mission (NRLM),56-65
779875,Harish852,Male,24,14275,Chandigarh,Carpenter,PM SVANidhi,18-25
927468,Ananya284,Female,43,46116,Ahmedabad,Businessman,PM Matritva Vandana Yojana,36-45
213795,Diya286,Male,21,47788,Ranchi,Blacksmith,PM SVANidhi,18-25
161819,Diya681,Female,47,28543,Mumbai,Farmer,Pradhan Mantri Awas Yojana (PMAY),46-55
913894,Diya348,Male,24,18528,Patna,Postman,Atal Innovation Mission,18-25
902403,Diya414,Female,27,13503,Bhopal,Housewife,Beti Bachao Beti Padhao,26-35
432845,Priya498,Male,37,27100,Chandigarh,Student,Svamitva Yojana,36-45
806076,Diya203,Female,29,49152,Chandigarh,Carpenter,Pradhan Mantri Fasal Bima Yojana,26-35
328788,Ritika512,Female,23,23154,Ranchi,Doctor,Strengthening Teaching-Learning and Results for States,18-25
300934,Sunita507,Female,57,60211,Chennai,Lawyer,National Electric Mobility Mission Plan (NEMMP),56-65
850590,Arjun838,Female,20,32777,Chandigarh,Housewife,Beti Bachao Beti Padhao,18-25
650486,Harish680,Male,63,87497,Kolkata,Merchant,Agnipath Scheme,56-65
615192,Priya187,Female,37,24444,Patna,Electrician,Agnipath Scheme,36-45
572015,Ananya120,Female,36,72007,Chennai,Student,PM Annadata Aay Sanrakshan Abhiyan,36-45
594983,Harish332,Female,43,26696,Ahmedabad,Vegetable Seller,Krishonnati Yojana,36-45
167991,Aarav538,Female,53,43616,Hyderabad,Software Engineer,PM Annadata Aay Sanrakshan Abhiyan,46-55
637240,Rajesh839,Male,60,43880,Lucknow,Businessman,National Rural Drinking Water Programme (NRDWP),56-65
731968,Aarav302,Female,37,27031,Kolkata,Merchant,Jal Jeevan Mission,36-45
549003,Ananya129,Female,55,14583,Guwahati,Blacksmith,Svamitva Yojana,46-55
684731,Sanjay337,Male,36,45416,Delhi,Farmer,PM Kisan Samman Nidhi,36-45
176467,Sanjay527,Female,38,46912,Bhopal,Blacksmith,Swachh Bharat Mission – Gramin,36-45
853442,Arjun871,Male,25,47160,Ahmedabad,Tailor,PM Matritva Vandana Yojana,18-25
695752,Diya998,Female,50,34809,Kolkata,Housewife,PM Matritva Vandana Yojana,46-55
487838,Rajesh756,Female,55,34522,Thiruvananthapuram,Businessman,Atal Mission for Rejuvenation and Urban Transformation (AMRUT),46-55
880904,Harish663,Female,29,16444,Mumbai,Student,Stand Up India Scheme,26-35
907779,Aditya535,Female,59,32869,Thiruvananthapuram,Carpenter,Pradhan Mantri Jan Dhan Yojana (PMJDY),56-65
344991,Ishita813,Female,36,84559,Bhopal,Lawyer,Krishonnati Yojana,36-45
155032,Arjun622,Female,48,68561,Mumbai,Merchant,National Rural Drinking Water Programme (NRDWP),46-55
975614,Priya441,Female,29,32335,Guwahati,Businessman,PM Annadata Aay Sanrakshan Abhiyan,26-35
640531,Arjun166,Female,24,64016,Jaipur,Tailor,National Rural Drinking Water Programme (NRDWP),18-25
669068,Ritika953,Female,37,17950,Pune,Student,PM Annadata Aay Sanrakshan Abhiyan,36-45
253800,Ishita144,Male,55,83168,Thiruvananthapuram,Software Engineer,MGNREGA (Mahatma Gandhi National Rural Employment Guarantee Act),46-55
699403,Ananya386,Female,62,76969,Hyderabad,Tailor,Atal Innovation Mission,56-65
376984,Harish446,Female,42,22016,Pune,Doctor,Pradhan Mantri Gramin Awas Yojana (PMAY-G),36-45
590763,Ishita259,Female,28,32082,Delhi,Blacksmith,PM Jan Vikas Karyakaram,26-35
935666,Diya654,Female,48,87664,Patna,Student,PM Matritva Vandana Yojana,46-55
215226,Lakshmi138,Male,53,21691,Pune,Farmer,National Rural Livelihood Mission (NRLM),46-55
955312,Harish161,Female,22,72395,Hyderabad,Housewife,PM Annadata Aay Sanrakshan Abhiyan,18-25
288344,Aarav138,Female,49,93643,Bangalore,Housewife,National Rural Livelihoods Mission (NRLM),46-55
686799,Ananya595,Female,22,32595,Guwahati,Carpenter,Digital India Programme,18-25
574133,Ritika532,Female,62,15583,Patna,Blacksmith,PM Awas Yojana (Urban),56-65
415788,Ananya874,Female,49,74689,Mumbai,Student,Jal Jeevan Mission,46-55
410188,Sunita493,Female,61,62727,Lucknow,Doctor,PM SVANidhi,56-65
608068,Diya867,Female,39,79140,Delhi,Driver,Pradhan Mantri Gramin Awas Yojana (PMAY-G),36-45
689355,Lakshmi970,Female,23,45586,Delhi,Student,PM Matsya Sampada Yojana,18-25
749765,Rajesh838,Male,30,71462,Chandigarh,Tailor,National Health Mission (NHM),26-35
121337,Lakshmi990,Male,30,92770,Patna,Blacksmith,PM Kaushal Vikas Yojana (PMKVY),26-35
462278,Diya326,Female,44,48076,Guwahati,Software Engineer,Jal Jeevan Mission,36-45
518367,Kavya568,Female,61,54573,Pune,Housewife,National Health Mission (NHM),56-65
986725,Diya788,Female,18,79303,Jaipur,Teacher,Deendayal Upadhyaya Grameen Kaushalya Yojana (DDU-GKY),18-25
203109,Ritika207,Male,52,39549,Thiruvananthapuram,Housewife,Atal Bhujal Yojana,46-55
282399,Kavya709,Female,61,56816,Pune,Software Engineer,Pradhan Mantri Awas Yojana (PMAY),56-65
652138,Ishita313,Male,56,93198,Thiruvananthapuram,Teacher,PM Kaushal Vikas Yojana (PMKVY),56-65
680312,Lakshmi208,Male,33,80313,Mumbai,Doctor,Digital India,26-35
684797,Sunita554,Male,63,19128,Lucknow,Carpenter,PM Swamitva Yojana,56-65
785300,Aditya881,Male,43,50205,Mumbai,Software Engineer,Digital India Programme,36-45
652629,Diya305,Male,59,41800,Delhi,Merchant,PM Shram Yogi Mandhan,56-65
176137,Lakshmi652,Female,42,64585,Kolkata,Blacksmith,Strengthening Teaching-Learning and Results for States,36-45
234863,Vivaan118,Male,56,20900,Delhi,Tailor,PM Annadata Aay Sanrakshan Abhiyan,56-65
791678,Aditya970,Female,52,63748,Hyderabad,Driver,Swachh Bharat Mission – Gramin,46-55
666370,Vivaan479,Female,35,31006,Patna,Merchant,PM Matritva Vandana Yojana,26-35
517195,Rohan282,Male,32,70319,Chandigarh,Student,Strengthening Teaching-Learning and Results for States,26-35
199618,Priya255,Female,63,42101,Patna,Carpenter,National Electric Mobility Mission Plan (NEMMP),56-65
296132,Lakshmi752,Male,38,54118,Thiruvananthapuram,Tailor,National Electric Mobility Mission Plan (NEMMP),36-45
509268,Kavya420,Female,24,73941,Kolkata,Student,Pradhan Mantri Fasal Bima Yojana,18-25
971848,Kavya957,Male,52,65710,Hyderabad,Postman,Pradhan Mantri Awas Yojana (PMAY),46-55
396551,Sunita775,Male,51,32183,Guwahati,Housewife,Svamitva Yojana,46-55
175128,Kavya811,Female,56,47428,Chennai,Lawyer,Saubhagya Yojana,56-65
599619,Ritika202,Female,19,86531,Pune,Merchant,National Health Mission (NHM),18-25
111155,Sunita219,Female,29,55307,Chennai,Carpenter,Beti Bachao Beti Padhao,26-35
499616,Ritika714,Male,64,47511,Jaipur,Teacher,Atmanirbhar Bharat Abhiyan,56-65
944263,Ananya664,Male,18,53562,Jaipur,Farmer,PM SVANidhi,18-25
863529,Ananya639,Female,30,32945,Jaipur,Student,Beti Bachao Beti Padhao,26-35
473605,Diya220,Female,33,22143,Kolkata,Driver,Jal Jeevan Mission,26-35
841763,Ishita317,Female,54,93487,Jaipur,Merchant,Ayushman Bharat Yojana,46-55
101249,Sanjay779,Female,31,14760,Pune,Businessman,Atal Bhujal Yojana,26-35
715338,Ananya283,Male,36,68938,Kolkata,Blacksmith,Strengthening Teaching-Learning and Results for States,36-45
131136,Diya435,Female,34,44252,Ranchi,Tailor,National Electric Mobility Mission Plan (NEMMP),26-35
471427,Ritika526,Female,64,69290,Delhi,Electrician,PM eVIDYA,56-65
571937,Sanjay366,Female,50,84720,Patna,Student,Agnipath Scheme,46-55
578745,Kavya845,Female,50,90396,Jaipur,Vegetable Seller,PM Kisan Samman Nidhi,46-55
863179,Kavya433,Female,29,42366,Chennai,Driver,National Skill Development Mission (NSDM),26-35
364818,Priya767,Male,23,26085,Guwahati,Doctor,MGNREGA (Mahatma Gandhi National Rural Employment Guarantee Act),18-25
315131,Aditya868,Female,32,48426,Chennai,Electrician,Rashtriya Gram Swaraj Abhiyan,26-35
552412,Sanjay847,Male,51,38125,Thiruvananthapuram,Businessman,PM Poshan Shakti Nirman Abhiyaan,46-55
224542,Sanjay209,Female,61,44212,Thiruvananthapuram,Postman,PM Swamitva Yojana,56-65
440969,Aditya392,Female,61,82930,Mumbai,Software Engineer,National Food Security Act (NFSA),56-65
174198,Harish599,Male,40,46569,Guwahati,Doctor,Saubhagya Yojana,36-45
575196,Ritika794,Female,48,63668,Guwahati,Vegetable Seller,Pradhan Mantri Krishi Sinchayee Yojana,46-55
160460,Rajesh480,Female,48,11247,Hyderabad,Tailor,Atal Bhujal Yojana,46-55
420527,Aarav240,Female,28,96873,Hyderabad,Merchant,PM Poshan Shakti Nirman Abhiyaan,26-35
573547,Sunita600,Male,57,39442,Patna,Housewife,Deendayal Upadhyaya Grameen Kaushalya Yojana (DDU-GKY),56-65
349793,Kavya448,Female,58,44301,Lucknow,Blacksmith,Garib Kalyan Rojgar Abhiyaan,56-65
547768,Lakshmi707,Male,31,26953,Patna,Merchant,Sarva Shiksha Abhiyan (SSA),26-35
850707,Rajesh130,Female,34,37109,Mumbai,Lawyer,Krishonnati Yojana,26-35
405152,Rajesh595,Male,24,18756,Ahmedabad,Carpenter,PM Shram Yogi Mandhan,18-25
758547,Rohan560,Female,22,98804,Guwahati,Blacksmith,Swachh Bharat Mission – Gramin,18-25
860438,Arjun177,Male,51,82169,Guwahati,Lawyer,National Rural Drinking Water Programme (NRDWP),46-55
811595,Ritika180,Female,36,33450,Guwahati,Blacksmith,Pradhan Mantri Krishi Sinchayee Yojana,36-45
856012,Aarav642,Male,39,81542,Jaipur,Software Engineer,Pradhan Mantri Krishi Sinchayee Yojana,36-45
632987,Ishita454,Female,31,83461,Lucknow,Teacher,PM SVANidhi,26-35
357514,Arjun198,Male,56,67801,Patna,Merchant,PM Kaushal Vikas Yojana (PMKVY),56-65
255107,Aarav191,Male,31,66118,Lucknow,Vegetable Seller,PM Swamitva Yojana,26-35
421610,Kavya335,Male,64,57348,Guwahati,Vegetable Seller,Krishonnati Yojana,56-65
838148,Ritika183,Female,38,66747,Patna,Driver,National Rural Livelihoods Mission (NRLM),36-45
463292,Arjun133,Male,43,10922,Ranchi,Businessman,National Rural Livelihoods Mission (NRLM),36-45
605193,Sanjay318,Female,39,10842,Ranchi,Software Engineer,PM Matsya Sampada Yojana,36-45
367889,Ananya613,Female,48,59294,Thiruvananthapuram,Tailor,National Skill Development Mission (NSDM),46-55
408602,Aarav693,Male,42,29836,Guwahati,Software Engineer,Svamitva Yojana,36-45
538870,Arjun798,Male,44,52900,Bangalore,Teacher,MGNREGA (Mahatma Gandhi National Rural Employment Guarantee Act),36-45
